Date;Filière;Valeur (TWh);Nature
2021-04;"Fossile-fired thermal ";3,046656755155;Données Consolidées
2021-05;"Fossile-fired thermal ";1,223547143311;Données Consolidées
2021-06;"Fossile-fired thermal ";1,549528696335;Données Consolidées
2021-07;"Fossile-fired thermal ";1,597572908569;Données Consolidées
2021-08;"Fossile-fired thermal ";0,954517346944;Données Consolidées
2021-09;"Fossile-fired thermal ";2,193973983954;Données Consolidées
2021-10;"Fossile-fired thermal ";2,583131049895;Données Consolidées
2021-11;"Fossile-fired thermal ";5,768427371193;Données Consolidées
2021-12;"Fossile-fired thermal ";5,770346839664;Données Consolidées
2022-01;"Fossile-fired thermal ";6,269569077013;Données Consolidées
2022-02;"Fossile-fired thermal ";4,501532317535;Données Consolidées
2022-03;"Fossile-fired thermal ";5,302324587523;Données Consolidées
2022-04;"Fossile-fired thermal ";3,504846600179;Données Consolidées
2022-05;"Fossile-fired thermal ";2,965554707998;Données Consolidées
2022-06;"Fossile-fired thermal ";2,571631428927;Données Consolidées
2022-07;"Fossile-fired thermal ";3,246633512211;Données Consolidées
2022-08;"Fossile-fired thermal ";3,023212139926;Données Consolidées
2022-09;"Fossile-fired thermal ";3,334382715154;Données Consolidées
2022-10;"Fossile-fired thermal ";3,868423821814;Données Consolidées
2022-11;"Fossile-fired thermal ";4,70175774616;Données Consolidées
2022-12;"Fossile-fired thermal ";5,871169957127;Données Consolidées
2023-01;"Fossile-fired thermal ";4,573297229012;Données Consolidées
2023-02;"Fossile-fired thermal ";5,267588314291;Données Consolidées
2023-03;"Fossile-fired thermal ";3,810712819834;Données Consolidées
2023-04;"Fossile-fired thermal ";2,019513418261;Données Consolidées
2023-05;"Fossile-fired thermal ";1,309778366732;Données Consolidées
2023-06;"Fossile-fired thermal ";1,855819064176;Données Consolidées
2023-07;"Fossile-fired thermal ";1,937834655141;Données Consolidées
2023-08;"Fossile-fired thermal ";1,807702922368;Données Consolidées
2023-09;"Fossile-fired thermal ";1,433568684663;Données Consolidées
2023-10;"Fossile-fired thermal ";1,359774041512;Données Consolidées
2023-11;"Fossile-fired thermal ";2,871622476891;Données Consolidées
2023-12;"Fossile-fired thermal ";3,335932951395;Données Consolidées
2024-01;"Fossile-fired thermal ";4,116700359216;Données Consolidées
2024-02;"Fossile-fired thermal ";2,685590568393;Données Consolidées
2024-03;"Fossile-fired thermal ";2,468028500577;Données Consolidées
2024-04;"Fossile-fired thermal ";0,68639281625;Données Consolidées
2024-05;"Fossile-fired thermal ";0,446023929849;Données Consolidées
2024-06;"Fossile-fired thermal ";0,529280213174;Données Consolidées
2024-07;"Fossile-fired thermal ";0,770939680416;Données Consolidées
2024-08;"Fossile-fired thermal ";0,800418552154;Données Consolidées
2024-09;"Fossile-fired thermal ";0,880026366299;Données Consolidées
2024-10;"Fossile-fired thermal ";0,798645546748;Données Consolidées
2024-11;"Fossile-fired thermal ";2,938365888479;Données Consolidées
2024-12;"Fossile-fired thermal ";2,841211429666;Données Consolidées
2025-01;"Fossile-fired thermal ";3,342089745011;Données Consolidées
2025-02;"Fossile-fired thermal ";3,084074874753;Données Consolidées
2025-03;"Fossile-fired thermal ";2,10447975;Données provisoires
1995-01;"Wind";;Données Consolidées
1995-02;"Wind";;Données Consolidées
1995-03;"Wind";;Données Consolidées
1995-04;"Wind";;Données Consolidées
1995-05;"Wind";;Données Consolidées
1995-06;"Wind";;Données Consolidées
1995-07;"Wind";;Données Consolidées
1995-08;"Wind";;Données Consolidées
1995-09;"Wind";;Données Consolidées
1995-10;"Wind";;Données Consolidées
1995-11;"Wind";;Données Consolidées
1995-12;"Wind";;Données Consolidées
1996-01;"Wind";;Données Consolidées
1996-02;"Wind";;Données Consolidées
1996-03;"Wind";;Données Consolidées
1996-04;"Wind";;Données Consolidées
1996-05;"Wind";;Données Consolidées
1996-06;"Wind";;Données Consolidées
1996-07;"Wind";;Données Consolidées
1996-08;"Wind";;Données Consolidées
1996-09;"Wind";;Données Consolidées
1996-10;"Wind";;Données Consolidées
1996-11;"Wind";;Données Consolidées
1996-12;"Wind";;Données Consolidées
1997-01;"Wind";;Données Consolidées
1997-02;"Wind";;Données Consolidées
1997-03;"Wind";;Données Consolidées
1997-04;"Wind";;Données Consolidées
1997-05;"Wind";;Données Consolidées
1997-06;"Wind";;Données Consolidées
1997-07;"Wind";;Données Consolidées
1997-08;"Wind";;Données Consolidées
1997-09;"Wind";;Données Consolidées
1997-10;"Wind";;Données Consolidées
1997-11;"Wind";;Données Consolidées
1997-12;"Wind";;Données Consolidées
1998-01;"Wind";;Données Consolidées
1998-02;"Wind";;Données Consolidées
1998-03;"Wind";;Données Consolidées
1998-04;"Wind";;Données Consolidées
1998-05;"Wind";;Données Consolidées
1998-06;"Wind";;Données Consolidées
1998-07;"Wind";;Données Consolidées
1998-08;"Wind";;Données Consolidées
1998-09;"Wind";;Données Consolidées
1998-10;"Wind";;Données Consolidées
1998-11;"Wind";;Données Consolidées
1998-12;"Wind";;Données Consolidées
1999-01;"Wind";;Données Consolidées
1999-02;"Wind";;Données Consolidées
1999-03;"Wind";;Données Consolidées
1999-04;"Wind";;Données Consolidées
1999-05;"Wind";;Données Consolidées
1999-06;"Wind";;Données Consolidées
1999-07;"Wind";;Données Consolidées
1999-08;"Wind";;Données Consolidées
1999-09;"Wind";;Données Consolidées
1999-10;"Wind";;Données Consolidées
1999-11;"Wind";;Données Consolidées
1999-12;"Wind";;Données Consolidées
2000-01;"Wind";;Données Consolidées
2000-02;"Wind";;Données Consolidées
2000-03;"Wind";;Données Consolidées
2000-04;"Wind";;Données Consolidées
2000-05;"Wind";;Données Consolidées
2000-06;"Wind";;Données Consolidées
2000-07;"Wind";;Données Consolidées
2000-08;"Wind";;Données Consolidées
2000-09;"Wind";;Données Consolidées
2000-10;"Wind";;Données Consolidées
2000-11;"Wind";;Données Consolidées
2000-12;"Wind";;Données Consolidées
2001-01;"Wind";0,007;Données Consolidées
2001-02;"Wind";0,011;Données Consolidées
2001-03;"Wind";0,009;Données Consolidées
2001-04;"Wind";0,011;Données Consolidées
2001-05;"Wind";0,01;Données Consolidées
2001-06;"Wind";0,008;Données Consolidées
2001-07;"Wind";0,007;Données Consolidées
2001-08;"Wind";0,011;Données Consolidées
2001-09;"Wind";0,012;Données Consolidées
2001-10;"Wind";0,008;Données Consolidées
2001-11;"Wind";0,015;Données Consolidées
2001-12;"Wind";0,021;Données Consolidées
2002-01;"Wind";0,015;Données Consolidées
2002-02;"Wind";0,022;Données Consolidées
2002-03;"Wind";0,018;Données Consolidées
2002-04;"Wind";0,023;Données Consolidées
2002-05;"Wind";0,024;Données Consolidées
2002-06;"Wind";0,018;Données Consolidées
2002-07;"Wind";0,025;Données Consolidées
2002-08;"Wind";0,021;Données Consolidées
2002-09;"Wind";0,019;Données Consolidées
2002-10;"Wind";0,021;Données Consolidées
2002-11;"Wind";0,033;Données Consolidées
2002-12;"Wind";0,029;Données Consolidées
2003-01;"Wind";0,036;Données Consolidées
2003-02;"Wind";0,03;Données Consolidées
2003-03;"Wind";0,0273;Données Consolidées
2003-04;"Wind";0,03049;Données Consolidées
2003-05;"Wind";0,0355;Données Consolidées
2003-06;"Wind";0,023;Données Consolidées
2003-07;"Wind";0,0335;Données Consolidées
2003-08;"Wind";0,0175;Données Consolidées
2003-09;"Wind";0,027;Données Consolidées
2003-10;"Wind";0,0434;Données Consolidées
2003-11;"Wind";0,036;Données Consolidées
2003-12;"Wind";0,05;Données Consolidées
2004-01;"Wind";0,054;Données Consolidées
2004-02;"Wind";0,047;Données Consolidées
2004-03;"Wind";0,057;Données Consolidées
2004-04;"Wind";0,053;Données Consolidées
2004-05;"Wind";0,037;Données Consolidées
2004-06;"Wind";0,043;Données Consolidées
2004-07;"Wind";0,044;Données Consolidées
2004-08;"Wind";0,04;Données Consolidées
2004-09;"Wind";0,047;Données Consolidées
2004-10;"Wind";0,045;Données Consolidées
2004-11;"Wind";0,062;Données Consolidées
2004-12;"Wind";0,076;Données Consolidées
2005-01;"Wind";0,102;Données Consolidées
2005-02;"Wind";0,082;Données Consolidées
2005-03;"Wind";0,065;Données Consolidées
2005-04;"Wind";0,067;Données Consolidées
2005-05;"Wind";0,069;Données Consolidées
2005-06;"Wind";0,05;Données Consolidées
2005-07;"Wind";0,071;Données Consolidées
2005-08;"Wind";0,073;Données Consolidées
2005-09;"Wind";0,058;Données Consolidées
2005-10;"Wind";0,107;Données Consolidées
2005-11;"Wind";0,107;Données Consolidées
2005-12;"Wind";0,134;Données Consolidées
2006-01;"Wind";0,136;Données Consolidées
2006-02;"Wind";0,144;Données Consolidées
2006-03;"Wind";0,204;Données Consolidées
2006-04;"Wind";0,152;Données Consolidées
2006-05;"Wind";0,175;Données Consolidées
2006-06;"Wind";0,105;Données Consolidées
2006-07;"Wind";0,097;Données Consolidées
2006-08;"Wind";0,201;Données Consolidées
2006-09;"Wind";0,158;Données Consolidées
2006-10;"Wind";0,245;Données Consolidées
2006-11;"Wind";0,308;Données Consolidées
2006-12;"Wind";0,332;Données Consolidées
2007-01;"Wind";0,426;Données Consolidées
2007-02;"Wind";0,354;Données Consolidées
2007-03;"Wind";0,348;Données Consolidées
2007-04;"Wind";0,184;Données Consolidées
2007-05;"Wind";0,353;Données Consolidées
2007-06;"Wind";0,241;Données Consolidées
2007-07;"Wind";0,33;Données Consolidées
2007-08;"Wind";0,278;Données Consolidées
2007-09;"Wind";0,267;Données Consolidées
2007-10;"Wind";0,273;Données Consolidées
2007-11;"Wind";0,43;Données Consolidées
2007-12;"Wind";0,561;Données Consolidées
2008-01;"Wind";0,606;Données Consolidées
2008-02;"Wind";0,432;Données Consolidées
2008-03;"Wind";0,701;Données Consolidées
2008-04;"Wind";0,419;Données Consolidées
2008-05;"Wind";0,283;Données Consolidées
2008-06;"Wind";0,274;Données Consolidées
2008-07;"Wind";0,343;Données Consolidées
2008-08;"Wind";0,393;Données Consolidées
2008-09;"Wind";0,439;Données Consolidées
2008-10;"Wind";0,453;Données Consolidées
2008-11;"Wind";0,608;Données Consolidées
2008-12;"Wind";0,612;Données Consolidées
2009-01;"Wind";0,654;Données Consolidées
2009-02;"Wind";0,507;Données Consolidées
2009-03;"Wind";0,763;Données Consolidées
2009-04;"Wind";0,48;Données Consolidées
2009-05;"Wind";0,554;Données Consolidées
2009-06;"Wind";0,419;Données Consolidées
2009-07;"Wind";0,563;Données Consolidées
2009-08;"Wind";0,363;Données Consolidées
2009-09;"Wind";0,567;Données Consolidées
2009-10;"Wind";0,652;Données Consolidées
2009-11;"Wind";1,345;Données Consolidées
2009-12;"Wind";0,987;Données Consolidées
2010-01;"Wind";0,688;Données Consolidées
2010-02;"Wind";0,98;Données Consolidées
2010-03;"Wind";1,175;Données Consolidées
2010-04;"Wind";0,731;Données Consolidées
2010-05;"Wind";0,743;Données Consolidées
2010-06;"Wind";0,581;Données Consolidées
2010-07;"Wind";0,488;Données Consolidées
2010-08;"Wind";0,684;Données Consolidées
2010-09;"Wind";0,569;Données Consolidées
2010-10;"Wind";1,075;Données Consolidées
2010-11;"Wind";1,01;Données Consolidées
2010-12;"Wind";1,003;Données Consolidées
2011-01;"Wind";1,268;Données Consolidées
2011-02;"Wind";0,9;Données Consolidées
2011-03;"Wind";1,135;Données Consolidées
2011-04;"Wind";0,688;Données Consolidées
2011-05;"Wind";0,749;Données Consolidées
2011-06;"Wind";0,886;Données Consolidées
2011-07;"Wind";0,839;Données Consolidées
2011-08;"Wind";0,687;Données Consolidées
2011-09;"Wind";0,855;Données Consolidées
2011-10;"Wind";1,07;Données Consolidées
2011-11;"Wind";0,945;Données Consolidées
2011-12;"Wind";2,053;Données Consolidées
2012-01;"Wind";1,587;Données Consolidées
2012-02;"Wind";1,123;Données Consolidées
2012-03;"Wind";0,977;Données Consolidées
2012-04;"Wind";1,572;Données Consolidées
2012-05;"Wind";0,974;Données Consolidées
2012-06;"Wind";0,994;Données Consolidées
2012-07;"Wind";0,912;Données Consolidées
2012-08;"Wind";0,907;Données Consolidées
2012-09;"Wind";0,931;Données Consolidées
2012-10;"Wind";1,355;Données Consolidées
2012-11;"Wind";1,309;Données Consolidées
2012-12;"Wind";2,29;Données Consolidées
2013-01;"Wind";1,326;Données Consolidées
2013-02;"Wind";1,463;Données Consolidées
2013-03;"Wind";1,352;Données Consolidées
2013-04;"Wind";1,49;Données Consolidées
2013-05;"Wind";1,155;Données Consolidées
2013-06;"Wind";1,16;Données Consolidées
2013-07;"Wind";0,877;Données Consolidées
2013-08;"Wind";0,739;Données Consolidées
2013-09;"Wind";0,948;Données Consolidées
2013-10;"Wind";1,612;Données Consolidées
2013-11;"Wind";1,809;Données Consolidées
2013-12;"Wind";2,011;Données Consolidées
2014-01;"Wind";2,181930765;Données Consolidées
2014-02;"Wind";2,472573395;Données Consolidées
2014-03;"Wind";1,282373217;Données Consolidées
2014-04;"Wind";1,048399965;Données Consolidées
2014-05;"Wind";1,519585523;Données Consolidées
2014-06;"Wind";0,955105605;Données Consolidées
2014-07;"Wind";0,94654156;Données Consolidées
2014-08;"Wind";0,975654709;Données Consolidées
2014-09;"Wind";0,723096472;Données Consolidées
2014-10;"Wind";1,269911121;Données Consolidées
2014-11;"Wind";1,492060319;Données Consolidées
2014-12;"Wind";2,106223207;Données Consolidées
2015-01;"Wind";2,299499355;Données Consolidées
2015-02;"Wind";1,910273513;Données Consolidées
2015-03;"Wind";2,005330166;Données Consolidées
2015-04;"Wind";1,452411474;Données Consolidées
2015-05;"Wind";1,580470869;Données Consolidées
2015-06;"Wind";1,254703138;Données Consolidées
2015-07;"Wind";1,399122421;Données Consolidées
2015-08;"Wind";1,126091025;Données Consolidées
2015-09;"Wind";1,674529235;Données Consolidées
2015-10;"Wind";1,292109478;Données Consolidées
2015-11;"Wind";2,54487977;Données Consolidées
2015-12;"Wind";2,572774139;Données Consolidées
2016-01;"Wind";2,850363945;Données Consolidées
2016-02;"Wind";2,899854449;Données Consolidées
2016-03;"Wind";2,453641916;Données Consolidées
2016-04;"Wind";1,670149414;Données Consolidées
2016-05;"Wind";1,541870077;Données Consolidées
2016-06;"Wind";1,071145828;Données Consolidées
2016-07;"Wind";1,017766236;Données Consolidées
2016-08;"Wind";1,187715009;Données Consolidées
2016-09;"Wind";0,990726539;Données Consolidées
2016-10;"Wind";1,409801363;Données Consolidées
2016-11;"Wind";2,323655174;Données Consolidées
2016-12;"Wind";1,529318185;Données Consolidées
2017-01;"Wind";2,043715104831;Données Consolidées
2017-02;"Wind";2,534326608499;Données Consolidées
2017-03;"Wind";2,647432809502;Données Consolidées
2017-04;"Wind";1,459997116501;Données Consolidées
2017-05;"Wind";1,494177471334;Données Consolidées
2017-06;"Wind";1,468629520002;Données Consolidées
2017-07;"Wind";1,704786485334;Données Consolidées
2017-08;"Wind";1,232375436663;Données Consolidées
2017-09;"Wind";1,638291637165;Données Consolidées
2017-10;"Wind";2,074851764002;Données Consolidées
2017-11;"Wind";2,315354451667;Données Consolidées
2017-12;"Wind";3,365612346502;Données Consolidées
2018-01;"Wind";3,998781846333;Données Consolidées
2018-02;"Wind";2,778074741002;Données Consolidées
2018-03;"Wind";3,125905008164;Données Consolidées
2018-04;"Wind";2,160852737334;Données Consolidées
2018-05;"Wind";1,598885334834;Données Consolidées
2018-06;"Wind";1,370421285331;Données Consolidées
2018-07;"Wind";1,100474301504;Données Consolidées
2018-08;"Wind";1,402971755001;Données Consolidées
2018-09;"Wind";1,612137183168;Données Consolidées
2018-10;"Wind";2,491466995335;Données Consolidées
2018-11;"Wind";2,801367641833;Données Consolidées
2018-12;"Wind";3,651540939334;Données Consolidées
2019-01;"Wind";3,050435165168;Données Consolidées
2019-02;"Wind";2,6250344105;Données Consolidées
2019-03;"Wind";4,421031634835;Données Consolidées
2019-04;"Wind";2,316183978501;Données Consolidées
2019-05;"Wind";2,204962824832;Données Consolidées
2019-06;"Wind";1,866695914168;Données Consolidées
2019-07;"Wind";1,699200597498;Données Consolidées
2019-08;"Wind";1,632582021998;Données Consolidées
2019-09;"Wind";2,612926876839;Données Consolidées
2019-10;"Wind";3,359795886168;Données Consolidées
2019-11;"Wind";3,338164607165;Données Consolidées
2019-12;"Wind";4,649236096502;Données Consolidées
2020-01;"Wind";4,159034592832;Données Consolidées
2020-02;"Wind";5,886467195168;Données Consolidées
2020-03;"Wind";4,486351539168;Données Consolidées
2020-04;"Wind";2,273310543;Données Consolidées
2020-05;"Wind";2,653211601334;Données Consolidées
2020-06;"Wind";2,043719374664;Données Consolidées
2020-07;"Wind";2,0985652;Données Consolidées
2020-08;"Wind";2,040062200998;Données Consolidées
2020-09;"Wind";2,140145431666;Données Consolidées
2020-10;"Wind";4,322241909;Données Consolidées
2020-11;"Wind";3,167235663333;Données Consolidées
2020-12;"Wind";4,411615265336;Données Consolidées
2021-01;"Wind";3,9658019785;Données Consolidées
2021-02;"Wind";4,255260636666;Données Consolidées
2021-03;"Wind";3,705755464332;Données Consolidées
2021-04;"Wind";2,945286345169;Données Consolidées
2021-05;"Wind";3,94241923317;Données Consolidées
2021-06;"Wind";1,341539519337;Données Consolidées
2021-07;"Wind";2,301773261996;Données Consolidées
2021-08;"Wind";2,22316738784;Données Consolidées
2021-09;"Wind";1,655743298001;Données Consolidées
2021-10;"Wind";3,490455014162;Données Consolidées
2021-11;"Wind";2,728709986169;Données Consolidées
2021-12;"Wind";4,351562784494;Données Consolidées
2022-01;"Wind";3,154417255152;Données Consolidées
2022-02;"Wind";5,340985022585;Données Consolidées
2022-03;"Wind";3,520414675994;Données Consolidées
2022-04;"Wind";3,592336632095;Données Consolidées
2022-05;"Wind";2,12577417663;Données Consolidées
2022-06;"Wind";1,844654349314;Données Consolidées
2022-07;"Wind";1,886606801731;Données Consolidées
2022-08;"Wind";2,07796359441;Données Consolidées
2022-09;"Wind";2,310256599665;Données Consolidées
2022-10;"Wind";3,535329169115;Données Consolidées
2022-11;"Wind";4,88612316988;Données Consolidées
2022-12;"Wind";4,613143727264;Données Consolidées
2023-01;"Wind";5,658334103375;Données Consolidées
2023-02;"Wind";3,425193551198;Données Consolidées
2023-03;"Wind";5,951051485262;Données Consolidées
2023-04;"Wind";3,847320725733;Données Consolidées
2023-05;"Wind";3,693821063332;Données Consolidées
2023-06;"Wind";2,106854921064;Données Consolidées
2023-07;"Wind";3,256373688468;Données Consolidées
2023-08;"Wind";2,78042211398;Données Consolidées
2023-09;"Wind";2,385355553081;Données Consolidées
2023-10;"Wind";4,538429753179;Données Consolidées
2023-11;"Wind";6,475130828585;Données Consolidées
2023-12;"Wind";6,764301355855;Données Consolidées
2024-01;"Wind";5,452467952486;Données Consolidées
2024-02;"Wind";5,820995310703;Données Consolidées
2024-03;"Wind";4,565822561968;Données Consolidées
2024-04;"Wind";4,635529011151;Données Consolidées
2024-05;"Wind";2,582027061643;Données Consolidées
2024-06;"Wind";2,384212526262;Données Consolidées
2024-07;"Wind";2,142047061522;Données Consolidées
2024-08;"Wind";2,151965116142;Données Consolidées
2024-09;"Wind";4,129311034393;Données Consolidées
2024-10;"Wind";3,370149254119;Données Consolidées
2024-11;"Wind";4,131680710484;Données Consolidées
2024-12;"Wind";5,465836900065;Données Consolidées
2025-01;"Wind";5,887519781651;Données Consolidées
2025-02;"Wind";3,699837888424;Données Consolidées
2025-03;"Wind";4,108002;Données provisoires
1995-01;"Solar";;Données Consolidées
1995-02;"Solar";;Données Consolidées
1995-03;"Solar";;Données Consolidées
1995-04;"Solar";;Données Consolidées
1995-05;"Solar";;Données Consolidées
1995-06;"Solar";;Données Consolidées
1995-07;"Solar";;Données Consolidées
1995-08;"Solar";;Données Consolidées
1995-09;"Solar";;Données Consolidées
1995-10;"Solar";;Données Consolidées
1995-11;"Solar";;Données Consolidées
1995-12;"Solar";;Données Consolidées
1996-01;"Solar";;Données Consolidées
1996-02;"Solar";;Données Consolidées
1996-03;"Solar";;Données Consolidées
1996-04;"Solar";;Données Consolidées
1996-05;"Solar";;Données Consolidées
1996-06;"Solar";;Données Consolidées
1996-07;"Solar";;Données Consolidées
1996-08;"Solar";;Données Consolidées
1996-09;"Solar";;Données Consolidées
1996-10;"Solar";;Données Consolidées
1996-11;"Solar";;Données Consolidées
1996-12;"Solar";;Données Consolidées
1997-01;"Solar";;Données Consolidées
1997-02;"Solar";;Données Consolidées
1997-03;"Solar";;Données Consolidées
1997-04;"Solar";;Données Consolidées
1997-05;"Solar";;Données Consolidées
1997-06;"Solar";;Données Consolidées
1997-07;"Solar";;Données Consolidées
1997-08;"Solar";;Données Consolidées
1997-09;"Solar";;Données Consolidées
1997-10;"Solar";;Données Consolidées
1997-11;"Solar";;Données Consolidées
1997-12;"Solar";;Données Consolidées
1998-01;"Solar";;Données Consolidées
1998-02;"Solar";;Données Consolidées
1998-03;"Solar";;Données Consolidées
1998-04;"Solar";;Données Consolidées
1998-05;"Solar";;Données Consolidées
1998-06;"Solar";;Données Consolidées
1998-07;"Solar";;Données Consolidées
1998-08;"Solar";;Données Consolidées
1998-09;"Solar";;Données Consolidées
1998-10;"Solar";;Données Consolidées
1998-11;"Solar";;Données Consolidées
1998-12;"Solar";;Données Consolidées
1999-01;"Solar";;Données Consolidées
1999-02;"Solar";;Données Consolidées
1999-03;"Solar";;Données Consolidées
1999-04;"Solar";;Données Consolidées
1999-05;"Solar";;Données Consolidées
1999-06;"Solar";;Données Consolidées
1999-07;"Solar";;Données Consolidées
1999-08;"Solar";;Données Consolidées
1999-09;"Solar";;Données Consolidées
1999-10;"Solar";;Données Consolidées
1999-11;"Solar";;Données Consolidées
1999-12;"Solar";;Données Consolidées
2000-01;"Solar";;Données Consolidées
2000-02;"Solar";;Données Consolidées
2000-03;"Solar";;Données Consolidées
2000-04;"Solar";;Données Consolidées
2000-05;"Solar";;Données Consolidées
2000-06;"Solar";;Données Consolidées
2000-07;"Solar";;Données Consolidées
2000-08;"Solar";;Données Consolidées
2000-09;"Solar";;Données Consolidées
2000-10;"Solar";;Données Consolidées
2000-11;"Solar";;Données Consolidées
2000-12;"Solar";;Données Consolidées
2001-01;"Solar";;Données Consolidées
2001-02;"Solar";;Données Consolidées
2001-03;"Solar";;Données Consolidées
2001-04;"Solar";;Données Consolidées
2001-05;"Solar";;Données Consolidées
2001-06;"Solar";;Données Consolidées
2001-07;"Solar";;Données Consolidées
2001-08;"Solar";;Données Consolidées
2001-09;"Solar";;Données Consolidées
2001-10;"Solar";;Données Consolidées
2001-11;"Solar";;Données Consolidées
2001-12;"Solar";;Données Consolidées
2002-01;"Solar";;Données Consolidées
2002-02;"Solar";;Données Consolidées
2002-03;"Solar";;Données Consolidées
2002-04;"Solar";;Données Consolidées
2002-05;"Solar";;Données Consolidées
2002-06;"Solar";;Données Consolidées
2002-07;"Solar";;Données Consolidées
2002-08;"Solar";;Données Consolidées
2002-09;"Solar";;Données Consolidées
2002-10;"Solar";;Données Consolidées
2002-11;"Solar";;Données Consolidées
2002-12;"Solar";;Données Consolidées
2003-01;"Solar";;Données Consolidées
2003-02;"Solar";;Données Consolidées
2003-03;"Solar";;Données Consolidées
2003-04;"Solar";;Données Consolidées
2003-05;"Solar";;Données Consolidées
2003-06;"Solar";;Données Consolidées
2003-07;"Solar";;Données Consolidées
2003-08;"Solar";;Données Consolidées
2003-09;"Solar";;Données Consolidées
2003-10;"Solar";;Données Consolidées
2003-11;"Solar";;Données Consolidées
2003-12;"Solar";;Données Consolidées
2004-01;"Solar";;Données Consolidées
2004-02;"Solar";;Données Consolidées
2004-03;"Solar";;Données Consolidées
2004-04;"Solar";;Données Consolidées
2004-05;"Solar";;Données Consolidées
2004-06;"Solar";;Données Consolidées
2004-07;"Solar";;Données Consolidées
2004-08;"Solar";;Données Consolidées
2004-09;"Solar";;Données Consolidées
2004-10;"Solar";;Données Consolidées
2004-11;"Solar";;Données Consolidées
2004-12;"Solar";;Données Consolidées
2005-01;"Solar";;Données Consolidées
2005-02;"Solar";;Données Consolidées
2005-03;"Solar";;Données Consolidées
2005-04;"Solar";;Données Consolidées
2005-05;"Solar";;Données Consolidées
2005-06;"Solar";;Données Consolidées
2005-07;"Solar";;Données Consolidées
2005-08;"Solar";;Données Consolidées
2005-09;"Solar";;Données Consolidées
2005-10;"Solar";;Données Consolidées
2005-11;"Solar";;Données Consolidées
2005-12;"Solar";;Données Consolidées
2006-01;"Solar";;Données Consolidées
2006-02;"Solar";;Données Consolidées
2006-03;"Solar";;Données Consolidées
2006-04;"Solar";;Données Consolidées
2006-05;"Solar";;Données Consolidées
2006-06;"Solar";;Données Consolidées
2006-07;"Solar";;Données Consolidées
2006-08;"Solar";;Données Consolidées
2006-09;"Solar";;Données Consolidées
2006-10;"Solar";;Données Consolidées
2006-11;"Solar";;Données Consolidées
2006-12;"Solar";;Données Consolidées
2007-01;"Solar";;Données Consolidées
2007-02;"Solar";;Données Consolidées
2007-03;"Solar";;Données Consolidées
2007-04;"Solar";;Données Consolidées
2007-05;"Solar";;Données Consolidées
2007-06;"Solar";;Données Consolidées
2007-07;"Solar";;Données Consolidées
2007-08;"Solar";;Données Consolidées
2007-09;"Solar";;Données Consolidées
2007-10;"Solar";;Données Consolidées
2007-11;"Solar";;Données Consolidées
2007-12;"Solar";;Données Consolidées
2008-01;"Solar";0,00128734;Données Consolidées
2008-02;"Solar";0,00154282;Données Consolidées
2008-03;"Solar";0,00173701;Données Consolidées
2008-04;"Solar";0,00204809;Données Consolidées
2008-05;"Solar";0,00203494;Données Consolidées
2008-06;"Solar";0,00209387;Données Consolidées
2008-07;"Solar";0,00297275;Données Consolidées
2008-08;"Solar";0,00273997;Données Consolidées
2008-09;"Solar";0,00292205;Données Consolidées
2008-10;"Solar";0,00253324;Données Consolidées
2008-11;"Solar";0,00202054;Données Consolidées
2008-12;"Solar";0,00187128;Données Consolidées
2009-01;"Solar";0,005;Données Consolidées
2009-02;"Solar";0,007;Données Consolidées
2009-03;"Solar";0,012;Données Consolidées
2009-04;"Solar";0,012;Données Consolidées
2009-05;"Solar";0,016;Données Consolidées
2009-06;"Solar";0,018;Données Consolidées
2009-07;"Solar";0,021;Données Consolidées
2009-08;"Solar";0,021;Données Consolidées
2009-09;"Solar";0,018;Données Consolidées
2009-10;"Solar";0,015;Données Consolidées
2009-11;"Solar";0,009;Données Consolidées
2009-12;"Solar";0,007;Données Consolidées
2010-01;"Solar";0,01;Données Consolidées
2010-02;"Solar";0,016;Données Consolidées
2010-03;"Solar";0,031;Données Consolidées
2010-04;"Solar";0,045;Données Consolidées
2010-05;"Solar";0,054;Données Consolidées
2010-06;"Solar";0,055;Données Consolidées
2010-07;"Solar";0,069;Données Consolidées
2010-08;"Solar";0,074;Données Consolidées
2010-09;"Solar";0,074;Données Consolidées
2010-10;"Solar";0,058;Données Consolidées
2010-11;"Solar";0,032;Données Consolidées
2010-12;"Solar";0,03;Données Consolidées
2011-01;"Solar";0,048;Données Consolidées
2011-02;"Solar";0,066;Données Consolidées
2011-03;"Solar";0,126;Données Consolidées
2011-04;"Solar";0,19;Données Consolidées
2011-05;"Solar";0,225;Données Consolidées
2011-06;"Solar";0,214;Données Consolidées
2011-07;"Solar";0,249;Données Consolidées
2011-08;"Solar";0,271;Données Consolidées
2011-09;"Solar";0,251;Données Consolidées
2011-10;"Solar";0,208;Données Consolidées
2011-11;"Solar";0,12;Données Consolidées
2011-12;"Solar";0,099;Données Consolidées
2012-01;"Solar";0,125;Données Consolidées
2012-02;"Solar";0,216;Données Consolidées
2012-03;"Solar";0,356;Données Consolidées
2012-04;"Solar";0,329;Données Consolidées
2012-05;"Solar";0,454;Données Consolidées
2012-06;"Solar";0,483;Données Consolidées
2012-07;"Solar";0,544;Données Consolidées
2012-08;"Solar";0,536;Données Consolidées
2012-09;"Solar";0,413;Données Consolidées
